t_s,l_shoulder_pitch_rad,l_shoulder_roll_rad,l_shoulder_yaw_rad,l_elbow_rad,r_shoulder_pitch_rad,r_shoulder_roll_rad,r_shoulder_yaw_rad,r_elbow_rad
10.38,-0.0275745,-0.0556391,-0.325243,-0.0516217,-0.0479709,0.0869729,0.0346617,0.189177
10.4,-0.0275665,-0.0556391,-0.325236,-0.0516575,-0.047954,0.0869729,0.0346492,0.189193
10.42,-0.0275877,-0.0556192,-0.32522,-0.0516575,-0.047954,0.0870039,0.0346492,0.189202
10.44,-0.027554,-0.0556192,-0.325236,-0.0516083,-0.047954,0.0870039,0.0346766,0.189202
10.46,-0.0276051,-0.0556193,-0.325258,-0.0515918,-0.0479592,0.0869904,0.0346766,0.189202
10.48,-0.0275997,-0.05563,-0.325258,-0.0516083,-0.0479739,0.0869904,0.0346571,0.189195
10.5,-0.0275997,-0.05563,-0.325258,-0.0515993,-0.0479923,0.0869904,0.0346494,0.189195
10.52,-0.0275854,-0.05563,-0.325248,-0.0515993,-0.0479923,0.0869666,0.0346571,0.189195
10.54,-0.0275854,-0.0556109,-0.325248,-0.0515931,-0.0480188,0.0869666,0.0346817,0.189159
10.56,-0.027585,-0.0556109,-0.325284,-0.0515814,-0.0480188,0.086979,0.0346817,0.189159
10.58,-0.0276106,-0.0556172,-0.325284,-0.0515931,-0.0479632,0.0869838,0.0346817,0.189167
10.6,-0.0276106,-0.0556172,-0.325248,-0.0516011,-0.0479632,0.0869838,0.0346648,0.189167
10.62,-0.0276106,-0.0556172,-0.325248,-0.0516081,-0.0479799,0.0869745,0.0346648,0.189153
10.64,-0.0275923,-0.0556302,-0.325248,-0.0516462,-0.0479868,0.0869745,0.0346648,0.189153
10.66,-0.0275553,-0.0556529,-0.325273,-0.0516215,-0.047995,0.0869745,0.0346628,0.189153
10.68,-0.0275856,-0.0556783,-0.325234,-0.0516215,-0.0479915,0.0869805,0.0346732,0.189163
10.7,-0.0275856,-0.0556783,-0.325247,-0.0516015,-0.0479915,0.0869709,0.0346732,0.189163
10.72,-0.0275872,-0.0556606,-0.325234,-0.05159,-0.0479442,0.0869805,0.0346732,0.189163
10.74,-0.0276141,-0.055649,-0.325209,-0.05159,-0.0479442,0.0869927,0.0346712,0.189206
10.76,-0.0275979,-0.0556473,-0.325209,-0.0515479,-0.0479366,0.0869927,0.0346575,0.189153
10.78,-0.0275979,-0.0556473,-0.325218,-0.0515695,-0.0479366,0.0869688,0.0346527,0.189179
10.8,-0.0275951,-0.0556473,-0.325231,-0.0515695,-0.0479366,0.0869637,0.0346527,0.189179
10.82,-0.0275951,-0.0556484,-0.325246,-0.0516133,-0.0479613,0.0869476,0.0346539,0.189205
10.84,-0.0276122,-0.0556285,-0.325246,-0.0516133,-0.0479613,0.0869545,0.0346715,0.189208
10.86,-0.0276358,-0.0556285,-0.32523,-0.051583,-0.0479613,0.0869545,0.0346539,0.189208
10.88,-0.0276122,-0.0556285,-0.32523,-0.051583,-0.0479839,0.0869653,0.0346635,0.189194
10.9,-0.0275976,-0.0556362,-0.325235,-0.051562,-0.0479839,0.0869747,0.0346488,0.189185
10.92,-0.0275878,-0.0556362,-0.325243,-0.0516058,-0.0479593,0.0869653,0.0346635,0.189167
10.94,-0.0275878,-0.0556275,-0.325249,-0.051549,-0.0479593,0.0869747,0.0347111,0.189167
10.96,-0.0275937,-0.0556212,-0.325249,-0.0515659,-0.0479789,0.0869573,0.0347111,0.189188
10.98,-0.0276026,-0.0556275,-0.325241,-0.051561,-0.0479858,0.0869851,0.0346944,0.189188
11,-0.0276026,-0.0556414,-0.325241,-0.0515659,-0.0479789,0.0869585,0.0346944,0.189175
11.02,-0.027586,-0.0556449,-0.325232,-0.051561,-0.0479643,0.0869851,0.0346814,0.189175
11.04,-0.0275775,-0.0556414,-0.325208,-0.0515788,-0.0479643,0.0869585,0.0346688,0.18918
11.06,-0.027586,-0.0556449,-0.325208,-0.0515788,-0.0479905,0.0870043,0.0346688,0.18918
11.08,-0.0276198,-0.0556343,-0.325186,-0.0516265,-0.0479905,0.0869522,0.0346718,0.189149
11.1,-0.0276198,-0.0556529,-0.325186,-0.0516265,-0.0480124,0.0869663,0.0346767,0.189149
11.12,-0.0276275,-0.0556232,-0.325186,-0.0516265,-0.0479679,0.0869663,0.0346782,0.189149
11.14,-0.0275979,-0.0556232,-0.325248,-0.0516455,-0.0479961,0.0869669,0.0346782,0.189177
11.16,-0.0276023,-0.0556232,-0.325268,-0.0516455,-0.0479801,0.0869669,0.0346661,0.189161
11.18,-0.0276023,-0.0556273,-0.325268,-0.0516136,-0.0479801,0.0869608,0.0346539,0.189184
11.2,-0.0276023,-0.0556316,-0.325271,-0.0515757,-0.0479801,0.0869574,0.0346661,0.189214
11.22,-0.0276007,-0.0556496,-0.325237,-0.0515757,-0.0479776,0.0869574,0.0346724,0.189214
11.24,-0.0275942,-0.055643,-0.325198,-0.0515714,-0.0480067,0.0869469,0.0346724,0.189211
11.26,-0.0275942,-0.055643,-0.325198,-0.0515837,-0.0479776,0.0869469,0.0346724,0.189206
11.28,-0.0275992,-0.0556258,-0.32523,-0.0515603,-0.0480161,0.0869732,0.034675,0.189206
11.3,-0.0276057,-0.0556037,-0.325241,-0.0515853,-0.0479647,0.0869732,0.0346767,0.189185
11.32,-0.0275992,-0.0555941,-0.325246,-0.0515767,-0.0480161,0.0869658,0.034675,0.189177
11.34,-0.0276143,-0.0555629,-0.325241,-0.0515853,-0.0479618,0.0869658,0.0346923,0.189177
11.36,-0.0276105,-0.0555629,-0.325246,-0.0515767,-0.0479953,0.0869492,0.0346923,0.189183
11.38,-0.0276134,-0.055617,-0.32524,-0.0515764,-0.04795,0.0869585,0.0346923,0.189183
11.4,-0.0276105,-0.0556276,-0.325258,-0.0515764,-0.0479953,0.086952,0.0346828,0.189176
11.42,-0.0275816,-0.0556551,-0.325226,-0.0515839,-0.0480064,0.086952,0.0346615,0.189176
11.44,-0.0275816,-0.0556551,-0.325222,-0.0516257,-0.0480266,0.086952,0.0346545,0.189195
11.46,-0.027589,-0.0556007,-0.325222,-0.0515921,-0.0480266,0.086968,0.034652,0.189195
11.48,-0.0276297,-0.0555763,-0.325254,-0.0515959,-0.0480141,0.0869686,0.034652,0.189169
11.5,-0.027598,-0.0555763,-0.325264,-0.0515921,-0.0479661,0.0869686,0.0346697,0.189169
11.52,-0.0276127,-0.0556458,-0.325264,-0.0515959,-0.0479715,0.0869686,0.0346697,0.189184
11.54,-0.027598,-0.0556458,-0.325264,-0.051597,-0.0479713,0.0869685,0.0346742,0.189184
11.56,-0.0276027,-0.0556589,-0.325264,-0.051597,-0.0479713,0.086964,0.0346706,0.18918
11.58,-0.0275972,-0.05563,-0.325267,-0.0515699,-0.0479713,0.0869658,0.0346706,0.18918
11.6,-0.0275972,-0.0555973,-0.325267,-0.0515699,-0.0479961,0.0869658,0.0346644,0.1892
11.62,-0.0275972,-0.0555973,-0.325251,-0.0515951,-0.0480172,0.0869672,0.0346644,0.1892
11.64,-0.0275964,-0.0556144,-0.325241,-0.0516079,-0.0480172,0.0869708,0.0346644,0.1892
11.66,-0.0276051,-0.0556623,-0.325228,-0.0515951,-0.0479481,0.0869708,0.0346512,0.189193
11.68,-0.0276051,-0.0556623,-0.325228,-0.0515835,-0.0479481,0.0869673,0.0346438,0.189208
11.7,-0.0276051,-0.0556287,-0.325252,-0.0515835,-0.0479606,0.0869486,0.0346438,0.189193
11.72,-0.0275937,-0.0556287,-0.325252,-0.0516371,-0.0479606,0.0869483,0.0346663,0.189178
11.74,-0.0275937,-0.0556332,-0.325252,-0.0516371,-0.0480175,0.0869486,0.0346663,0.189178
11.76,-0.0275937,-0.0556332,-0.325259,-0.0516107,-0.0480011,0.0869566,0.0346663,0.189195
11.78,-0.027577,-0.0556338,-0.325259,-0.0516107,-0.0480011,0.0869843,0.0346623,0.189195
11.8,-0.027577,-0.0556461,-0.325244,-0.0516622,-0.0479877,0.0870011,0.0346788,0.189163
11.82,-0.0275867,-0.0556461,-0.325244,-0.0516622,-0.0479873,0.0870011,0.0346582,0.189156
11.84,-0.0275884,-0.0556461,-0.325239,-0.0516335,-0.0479873,0.0869945,0.0346401,0.189163
11.86,-0.0275867,-0.0555969,-0.325228,-0.0516229,-0.0480358,0.0869945,0.0346401,0.189168
11.88,-0.0275854,-0.0555969,-0.32521,-0.0515911,-0.0480358,0.0869787,0.0346401,0.189171
11.9,-0.0275854,-0.0555839,-0.325215,-0.0516229,-0.0479997,0.0869781,0.0346653,0.189199
11.92,-0.0275854,-0.0555839,-0.325215,-0.0516186,-0.0479628,0.0869645,0.0346395,0.189199
11.94,-0.027583,-0.0555839,-0.325227,-0.0516318,-0.0479997,0.0869552,0.0346882,0.189156
11.96,-0.027583,-0.0555965,-0.32525,-0.0516186,-0.0480023,0.0869426,0.0346447,0.189156
11.98,-0.0275956,-0.0555965,-0.325256,-0.0515908,-0.0480023,0.0869351,0.0346569,0.189167
12,-0.0275956,-0.0556463,-0.32525,-0.0515908,-0.0479689,0.0869426,0.0346569,0.189176
12.02,-0.0275725,-0.0556463,-0.325258,-0.0516274,-0.0479689,0.0869605,0.0346639,0.189167
12.04,-0.0275725,-0.0556074,-0.325281,-0.0516526,-0.0479862,0.0869867,0.0346664,0.189182
12.06,-0.0276052,-0.0556074,-0.325281,-0.0516274,-0.0480028,0.0869605,0.0346705,0.189182
12.08,-0.0276052,-0.0556268,-0.3252,-0.051587,-0.0480028,0.0869867,0.0346705,0.189182
12.1,-0.0275921,-0.0556291,-0.3252,-0.051587,-0.0480028,0.0869794,0.0346705,0.189178
12.12,-0.0275921,-0.0556291,-0.325236,-0.051587,-0.0479765,0.0869858,0.0346578,0.189178
12.14,-0.0275806,-0.0556231,-0.325253,-0.0515434,-0.0480152,0.0869858,0.0346625,0.189181
12.16,-0.0275803,-0.0556231,-0.325253,-0.0515434,-0.0479765,0.0869858,0.0346625,0.189182
12.18,-0.0275664,-0.0556716,-0.325253,-0.051576,-0.0479671,0.0869751,0.03467,0.189182
12.2,-0.0275803,-0.0556716,-0.325244,-0.0516271,-0.0479671,0.0869751,0.03467,0.189184
12.22,-0.0275664,-0.0556105,-0.325244,-0.051635,-0.0480027,0.0869872,0.0346753,0.189146
12.24,-0.0275947,-0.0556105,-0.325238,-0.051635,-0.0480064,0.0869872,0.0346727,0.1892
12.26,-0.0275756,-0.0556252,-0.325238,-0.0516244,-0.0480064,0.0869726,0.0346727,0.189174
12.28,-0.0275756,-0.0556252,-0.325226,-0.0516244,-0.0480109,0.0869693,0.0346727,0.189198
12.3,-0.027556,-0.0556241,-0.32526,-0.0516067,-0.0480262,0.0869726,0.0346534,0.189174
12.32,-0.027556,-0.0556145,-0.325226,-0.0516076,-0.0480109,0.0869693,0.0346996,0.18918
12.34,-0.0276036,-0.0555849,-0.325227,-0.0516076,-0.0480004,0.0869656,0.0346534,0.189167
12.36,-0.0276036,-0.0555849,-0.325227,-0.0516076,-0.0480004,0.0869656,0.0346978,0.189163
12.38,-0.0275945,-0.0555936,-0.325227,-0.0516167,-0.0479713,0.0869687,0.0346951,0.189163
12.4,-0.0275859,-0.055619,-0.325245,-0.0516167,-0.0479713,0.0869687,0.0346951,0.18917
12.42,-0.0275895,-0.0556313,-0.325245,-0.0516167,-0.0479713,0.0869687,0.034693,0.18917
12.44,-0.0275895,-0.0556249,-0.325246,-0.051601,-0.0479973,0.0869414,0.0346455,0.189174
12.46,-0.0275935,-0.0556249,-0.325246,-0.0515819,-0.0479973,0.0869414,0.0346458,0.189174
12.48,-0.0275935,-0.0556113,-0.325224,-0.051601,-0.0479782,0.0869458,0.0346458,0.189181
12.5,-0.0275957,-0.0556038,-0.325224,-0.0516177,-0.0479482,0.0869479,0.0346643,0.189181
12.52,-0.0275705,-0.0556113,-0.325254,-0.0516268,-0.0479482,0.0869711,0.0346643,0.18922
12.54,-0.0275957,-0.0556077,-0.325254,-0.0516268,-0.0479482,0.0869479,0.0346526,0.189187
12.56,-0.0275515,-0.0556211,-0.325286,-0.0516268,-0.0479898,0.0869465,0.0346526,0.189187
12.58,-0.0275882,-0.0556211,-0.325275,-0.0516089,-0.0479951,0.0869465,0.0346761,0.189154
12.6,-0.0275766,-0.055622,-0.325275,-0.0516019,-0.0479965,0.0869661,0.0346761,0.189154
12.62,-0.0275877,-0.055622,-0.32525,-0.0515783,-0.0479951,0.0869661,0.0346761,0.189165
12.64,-0.0275848,-0.0556217,-0.32525,-0.0516019,-0.047975,0.0869868,0.0346713,0.189165
12.66,-0.0275877,-0.0556217,-0.32525,-0.0516166,-0.047975,0.0869644,0.0346713,0.189131
12.68,-0.0275884,-0.055639,-0.325238,-0.0516166,-0.0479985,0.0869861,0.034667,0.189131
12.7,-0.0275966,-0.055639,-0.325238,-0.0515943,-0.0480041,0.0869721,0.034667,0.189133
12.72,-0.0275884,-0.0556013,-0.325244,-0.0515943,-0.0480334,0.0869721,0.0346702,0.189182
12.74,-0.0275911,-0.0556013,-0.325244,-0.0515943,-0.0480334,0.0869624,0.0346702,0.189164
12.76,-0.0275911,-0.0556013,-0.325213,-0.0516009,-0.0479738,0.0869624,0.0346557,0.189169
12.78,-0.0276021,-0.0556228,-0.325209,-0.0516009,-0.0479419,0.0869571,0.0346557,0.189169
12.8,-0.0276021,-0.0556328,-0.325187,-0.051603,-0.0479738,0.0869494,0.0346833,0.189174
12.82,-0.0276017,-0.0556366,-0.325209,-0.051603,-0.0479816,0.0869309,0.0346943,0.189191
12.84,-0.0275999,-0.055657,-0.325249,-0.0516228,-0.047986,0.0869494,0.0347251,0.189191
12.86,-0.0275825,-0.055657,-0.325249,-0.0516494,-0.0479816,0.0869549,0.0347251,0.189195
12.88,-0.0275736,-0.0556177,-0.325246,-0.0516494,-0.0479667,0.0869549,0.0346788,0.189195
12.9,-0.0275591,-0.0556177,-0.325233,-0.0516497,-0.0479244,0.0869549,0.0346788,0.189189
12.92,-0.0275591,-0.0556502,-0.325233,-0.0516639,-0.0479244,0.0869546,0.0346626,0.189189
12.94,-0.0275773,-0.0556502,-0.325233,-0.0516639,-0.0479331,0.0869635,0.0346825,0.189189
12.96,-0.0276045,-0.0556323,-0.32525,-0.0516296,-0.0480408,0.0869644,0.0346977,0.189192
12.98,-0.0276265,-0.0555987,-0.32525,-0.0516145,-0.0480385,0.0869655,0.0347123,0.189188
13,-0.0276265,-0.0555987,-0.32525,-0.0516145,-0.0480385,0.0869808,0.0347123,0.189188
13.02,-0.0276007,-0.055618,-0.325239,-0.0515971,-0.0480136,0.0869808,0.0346797,0.189188
13.04,-0.0276007,-0.0556456,-0.325239,-0.0515971,-0.0480136,0.0869956,0.0346563,0.189195
13.06,-0.0276007,-0.0556236,-0.325249,-0.0515932,-0.0480147,0.0869779,0.0346797,0.189195
13.08,-0.0275991,-0.0556341,-0.325266,-0.0516083,-0.0480234,0.0869793,0.0346582,0.189186
13.1,-0.0275967,-0.0556236,-0.325266,-0.0516083,-0.0480147,0.0869793,0.0346727,0.189186
13.12,-0.0275844,-0.0556341,-0.325266,-0.0516083,-0.0479513,0.0869942,0.0346653,0.189191
13.14,-0.0275844,-0.0556394,-0.325207,-0.0516016,-0.0479513,0.0869942,0.0346653,0.189191
13.16,-0.0276096,-0.0556553,-0.325242,-0.0515764,-0.0480287,0.0869647,0.0346489,0.189204
13.18,-0.0276096,-0.0556553,-0.325242,-0.0516016,-0.0480287,0.0869647,0.0346489,0.189181
13.2,-0.0275845,-0.055649,-0.325252,-0.0516191,-0.047973,0.0869652,0.0346545,0.189181
13.22,-0.0275758,-0.055592,-0.325252,-0.0516191,-0.047973,0.0869766,0.0346818,0.189181
13.24,-0.0275758,-0.0555871,-0.325252,-0.0516191,-0.0479888,0.0869766,0.0346818,0.189179
13.26,-0.0275813,-0.055592,-0.325297,-0.0516133,-0.0479888,0.086979,0.0346818,0.189179
13.28,-0.0275956,-0.0555842,-0.325297,-0.0516133,-0.0479888,0.0869826,0.0346407,0.189154
13.3,-0.0275813,-0.0555842,-0.325268,-0.0515973,-0.0479889,0.0869826,0.0346407,0.189144
13.32,-0.0275962,-0.0555842,-0.325262,-0.0515958,-0.0480091,0.0869593,0.0346407,0.189144
13.34,-0.0275962,-0.0555905,-0.325262,-0.0515958,-0.0480159,0.0869501,0.0346728,0.189182
13.36,-0.027615,-0.0555905,-0.325246,-0.0515958,-0.0480159,0.0869501,0.034668,0.189182
13.38,-0.027615,-0.0556232,-0.325278,-0.0516043,-0.04802,0.0869611,0.034668,0.189173
13.4,-0.0275696,-0.0555922,-0.325274,-0.0516043,-0.0480134,0.0869624,0.034668,0.189173
13.42,-0.0275696,-0.0556153,-0.325274,-0.0516058,-0.0480134,0.0869611,0.0346813,0.189191
13.44,-0.0275872,-0.0556153,-0.325234,-0.0516064,-0.0479427,0.0869768,0.0346813,0.189191
13.46,-0.0275887,-0.055657,-0.325234,-0.0516058,-0.0479427,0.0869591,0.0346827,0.189191
13.48,-0.0276246,-0.055657,-0.325253,-0.0516238,-0.0479788,0.0869917,0.0346587,0.189191
13.5,-0.0275987,-0.055636,-0.325271,-0.0516425,-0.0479969,0.0869758,0.0346629,0.189151
13.52,-0.0275987,-0.055636,-0.325271,-0.0516425,-0.0479788,0.0869758,0.0346579,0.189146
13.54,-0.027589,-0.0556159,-0.325272,-0.0516261,-0.047994,0.0869695,0.0346629,0.189146
13.56,-0.027589,-0.0556207,-0.325262,-0.0516203,-0.0479617,0.0869695,0.0346911,0.189173
13.58,-0.027589,-0.0556159,-0.325272,-0.0516203,-0.0479311,0.0869648,0.0346911,0.189173
13.6,-0.0276054,-0.0556203,-0.325235,-0.051584,-0.0479311,0.0869718,0.034684,0.189214
13.62,-0.0275944,-0.0556203,-0.325279,-0.051584,-0.0479989,0.0869718,0.034677,0.189162
13.64,-0.0275944,-0.0556608,-0.325271,-0.051584,-0.0479989,0.0869724,0.034684,0.189214
13.66,-0.0275818,-0.0556608,-0.325271,-0.0516013,-0.0479499,0.0869724,0.034677,0.189185
13.68,-0.0275818,-0.0556258,-0.325255,-0.0516013,-0.047918,0.0869593,0.0346715,0.189185
13.7,-0.0275892,-0.0556026,-0.325232,-0.0516013,-0.047918,0.0869593,0.0346639,0.189183
13.72,-0.0275892,-0.0556026,-0.325232,-0.0515884,-0.0479743,0.0869661,0.034662,0.189178
13.74,-0.0275892,-0.0556017,-0.32523,-0.0515884,-0.0479748,0.0869661,0.034662,0.189168
13.76,-0.0275973,-0.0556177,-0.325217,-0.051624,-0.0479748,0.086959,0.0346683,0.189178
13.78,-0.0275973,-0.0556294,-0.325217,-0.051624,-0.0479748,0.086959,0.0346817,0.189182
13.8,-0.0275973,-0.0556301,-0.325239,-0.0516003,-0.0480005,0.0869788,0.0346817,0.18921
13.82,-0.0275838,-0.0556294,-0.325239,-0.0516003,-0.0480005,0.0869788,0.0346633,0.18921
13.84,-0.027598,-0.0556238,-0.325235,-0.0515748,-0.0480064,0.0870029,0.0346633,0.18921
13.86,-0.0275827,-0.0555813,-0.325226,-0.0515748,-0.0480064,0.0869788,0.0346685,0.18921
13.88,-0.0276129,-0.0555803,-0.325235,-0.0515542,-0.0480064,0.0869788,0.0346859,0.189172
13.9,-0.0275838,-0.0555813,-0.325222,-0.0515542,-0.0480065,0.0869681,0.0346685,0.189191
13.92,-0.0276181,-0.0556111,-0.325229,-0.0515973,-0.0480065,0.0869542,0.0346617,0.189166
13.94,-0.0275838,-0.0556111,-0.325229,-0.0515973,-0.0479929,0.0869457,0.0346617,0.189166
13.96,-0.0275824,-0.0556097,-0.325241,-0.0515973,-0.0479929,0.0869457,0.0346617,0.189166
13.98,-0.0275824,-0.0556097,-0.325241,-0.0516213,-0.0479929,0.0870233,0.034668,0.189192
14,-0.0276252,-0.0556097,-0.325221,-0.0516361,-0.0479932,0.0870233,0.0346454,0.189192
14.02,-0.0276252,-0.0556074,-0.325221,-0.0516361,-0.0479932,0.086984,0.034668,0.189181
14.04,-0.0275951,-0.0556074,-0.325262,-0.0516361,-0.0479932,0.086984,0.0346769,0.189174
14.06,-0.0275951,-0.0556258,-0.325262,-0.0515889,-0.0479347,0.0869785,0.0346855,0.189178
14.08,-0.0275951,-0.055628,-0.325251,-0.0516348,-0.0479347,0.0869598,0.0346855,0.189174
14.1,-0.0275913,-0.055628,-0.325238,-0.0516348,-0.0479897,0.0869598,0.0346855,0.189178
14.12,-0.0275773,-0.0556614,-0.325251,-0.0516348,-0.0479907,0.0869626,0.034701,0.189168
14.14,-0.0275913,-0.0556649,-0.325239,-0.0516233,-0.0479897,0.0869702,0.034701,0.189215
14.16,-0.0275821,-0.0556649,-0.325256,-0.0516233,-0.0479907,0.0869808,0.0346565,0.189189
14.18,-0.0275835,-0.0556271,-0.325255,-0.0516233,-0.0480003,0.0869808,0.0346565,0.189199
14.2,-0.0275835,-0.0555808,-0.325256,-0.0516266,-0.0480186,0.0869656,0.0347015,0.189189
14.22,-0.0275898,-0.0555808,-0.325255,-0.0516054,-0.0480186,0.0869647,0.0347015,0.18916
14.24,-0.027598,-0.0556198,-0.325234,-0.0516054,-0.0479653,0.0869647,0.0346926,0.18916
14.26,-0.0275927,-0.0556406,-0.325234,-0.0516054,-0.0479653,0.0869647,0.0346885,0.189146
14.28,-0.0275927,-0.0556244,-0.325234,-0.051623,-0.0479642,0.0869633,0.0346584,0.189183
14.3,-0.0275855,-0.0556244,-0.325186,-0.051623,-0.0479642,0.0869513,0.0346584,0.18921
